payload_commit_msg,repository_language
Added Readme This is the same as the readme from branch windows but I didn't want to screw things up by merging the changes...,Python
WTF?!?,Ruby
div shit.,Java
Fucking global,JavaScript
Improved the shitty collision handler,JavaScript
Fixes #2378: The rudder-reports package now has correct dependencies for the pgsl module of rsyslog on RHEL6 like machines - fix... again (damn broken percents),Shell
Merged shit.,C#
Fucking tabs.,JavaScript
Fixed dis shit,Java
ass,Java
no more ass,Java
"Fuck, AppHarbor is being dumb",JavaScript
date parsing hell,Ruby
"Use minicom instead of screen, as it doesn't screw up the tty",Java
shit,C
"Moved the list of ""Perks"" in the ""Bullshit Apologies"" article into a blockquote.",Ruby
shit,C
"Locked the admin page down. So you can shut the fuck up now, @nickdirienzo",Python
"WTF: can't get controller to work with post data whenever the form is submitted, no mapped functions are called - why?",Java
disable the _JAVA_OPTIONS font set as it breaks Play! compiles (WTF!!!),Shell
wtf Mang!,C++
"Added Simplified Chinese Translation. GO HELL TO THOSE WHO GRAB A COPY OF AOKP, TRANSLATE ROM CONTROL, REMOVE THE UNICORN AND SELL IT.",Java
"basic, crappy initializer",Ruby
basic file structure; spec set up; crappy initializer,Ruby
Azoth Acetamide: fuck bookmarks for now.,C++
"fixed issue wth ""circular"" buildings",JavaScript
Added probe P4 to move the old probe p3 closer to a screw head to improve the accuracy of measurement.,C++
wow I was firing reorder on click... WTF,JavaScript
Damn spaces. modified: release.sh modified: setup.py,Python
Keeping up wth typed representation.,Haskell
update a ton of shit. Add hdmi audio out and camera.,Java
Fucking no idea,Java
wtf?,Perl
Fix a fuck up,Ruby
Changelog n' shit,Lua
fuck the system,JavaScript
Cached the hell out of the responses. No longer writes index.html - rename this to index.php,PHP
NPC will move to the bed at the nighttime. (Note: night pathfinding is slow like hell for unknown reason),Java
"Removed the tempLogo.png, which I made for fun. Looked like crap.",JavaScript
go get shit,Go
Clean out demo crap and start committing a stdutils cookbook to try authoring one from scratch.,Ruby
dump the database to compare what's been created wth the reference test db.,C
Remove crap entitlements,Objective-C
level 1 and shit,C#
Holy shit I'm dumb today,Java
Holy shit I'm dumb today pt2,Java
"crap, removed the code",Go
"Revert ""Revert ""crap, removed the code"""" This reverts commit 3693bb0e6cbae097ec8cf0d6e7fda21464fd2908.",Go
More crap,PHP
Fixing repo hopefully. Screw git,Python
delete shit,CoffeeScript
"Trying to get the FileSpan struct visible in my classes... Pain in the ass. Figured out the void* function issue though, that's good news.",C++
damn you github,Ruby
got the packagename wrong (too many damn packages),Scala
wtf,Ruby
Some crazy shit on 375.,Haskell
Fuck UTF8!,JavaScript
"did a bunch of shit to separate landing and application layouts: created landings controller, annie1 view, and specific landing layout. fixed CSS a little to differentiate landing CSS from application CSS.",Ruby
Merge pull request #1 from RageModDevs/master Keeping my own repo up to date! Hell yeah!,Java
"did a bunch of shit to separate landing and application layouts: created landings controller, annie1 view, and specific landing layout. fixed CSS a little to differentiate landing CSS from application CSS.",Ruby
Zen is a broke-ass ho. :],Java
Wtf...,Shell
"Post listing, better error handling, correct other crap",Ruby
"merged branch drak/session_flashmessages (PR #3267) Commits ------- 5ae76f1 [HttpFoundation] Update documentation. 910b5c7 [HttpFoudation] CS, more tests and some optimization. b0466e8 [HttpFoundation] Refactored BC Session class methods. 84c2e3c [HttpFoundation] Allow flash messages to have multiple messages per type. Discussion ---------- [2.1][HttpFoundation] Multiple session flash messages Bug fix: no Feature addition: yes Backwards compatibility break: yes, but this already happened in #2583. BC `Session` methods remain unbroken. Symfony2 tests pass: yes Fixes the following tickets: #1863 References the following tickets: #2714, #2753, #2510, #2543, #2853 Todo: - This PR alters flash messages so that it is possible to store more than one message per flash type using the `add()` method or by passing an array of messages to `set()`. __NOTES ABOUT BC__ This PR maintains BC behaviour with the `Session` class in that the old Symfony 2.0 methods will continue to work as before. --------------------------------------------------------------------------- by drak at 2012-02-13T06:28:33Z I think this is ready for review @fabpot @lsmith77 --------------------------------------------------------------------------- by lsmith77 at 2012-02-14T19:30:39Z the FlashBag vs. AutoExpireFlashBag behavior and setup difference should probably also be explained in the upgrading log --------------------------------------------------------------------------- by drak at 2012-02-15T04:43:14Z @lsmith77 Those differences are explained already in the changelog * Added `FlashBag`. Flashes expire when retrieved by `get()` or `all()`. This makes the implementation ESI compatible. * Added `AutoExpireFlashBag` (default) to replicate Symfony 2.0.x auto expire behaviour of messages auto expiring after one page page load. Messages must be retrived by `get()` or `all()`. --------------------------------------------------------------------------- by Crell at 2012-02-19T17:35:34Z Drak asked me to weigh in here with use cases. Drupal currently has a similar session-stored-messaging system in place that I'd like to be able to replace with Flash messages. We frequently have multiple messages within a single request, however, so this change is critical to our being able to do so. For instance, when saving an article in Drupal there is, by default, a ""yay, you saved an article!"" type message that gets displayed. If you also have the site configured to send email when a post is updated, you may see a ""email notifications sent"" message (depending on your access level). If you have a Solr server setup for search, and you're in debug mode, there will also be a ""record ID X added to Solr, it should update in 2 minutes"" message. And if there's a bug somewhere, you'll also get, as an error message rather than notice message, a ""Oops, E_NOTICE on line 54"" message. Form validation is another case. If you have multiple errors in a single form, we prefer to list all of them. So if you screw up 4 times on a form, you may get 4 different error messages showing what you screwed up so you can fix it in one go instead of several. Now sure, one could emulate that by building a multi-message layer on top of single-layer messages, but, really, why? ""One is a special case of many"", and there are many many cases where you'll want to post multiple messages. Like, most of Drupal. :-) --------------------------------------------------------------------------- by lsmith77 at 2012-03-06T20:55:51Z @fabpot is there any information you still need before merging this? do you want more discussion in which case you might want to take this to the mailing list .. --------------------------------------------------------------------------- by drak at 2012-03-08T18:54:13Z Another plus for this PR is that it requires no extra lines of code in templates etc to display the flashes, see https://github.com/symfony/symfony/pull/3267/files#diff-1 --------------------------------------------------------------------------- by drak at 2012-03-15T06:38:21Z Rebased against current `master`, should be mergeable again.. --------------------------------------------------------------------------- by evillemez at 2012-03-17T03:08:41Z +1 to this, I have an extended version of HttpFoundation just for this... would love to get rid of it.",PHP
"Refactored the CoordManager by changing the scale and position methods, and adding the box2dradius method. Also, we added a DEBUG_MODE flag that let us see the bounding box of the box2d objects. TODO: - When running the tests, the DEBUG_MODE flag should be set to 0, as it makes the application to crash. Try to solve this. - After restarting the application from the simulator (by going to the homescreen, closing it, and opening it again), the game simply crashes, WTF is going on!!?!?!?!?",Objective-C
Damn GMON,C
Shit... forgot to update the URI maps,JavaScript
A bunch of random shit.,Shell
Remove favicon and apple touch images as they were crap,PHP
Removed GNOME GIO crap files,PHP
Screw small directory names.,Lua
Screw small directory names.,Lua
Screw small directory names.,Lua
fixed broken shit,Ruby
More math func - got rid of damn text,JavaScript
OH WHAT!? Vundle is back but wait... It's a god damn submodule,Shell
wtf,Python
wtf,Python
Fuck,CoffeeScript
Fixed serious bug in OMI NO2 output. Also broke crappy output. Will fix later... maybe,Python
Added new logo because the old one sucked,JavaScript
use ass format for subtitle and Both English and Japanese subtitles are on bottom edge,Ruby
"1.0: updated default configurations, added debugging crap, etc.",Java
Deleted the shitty plugins and added some new images,PHP
git should ignore those .env files. fuck em,VimL
FUCK THE POLICE or just the system?,Java
Move OAI to attic. It is outdated. C++ libs are also a shit to build. I'll probably ditch OAI. It's python lib is horrible too.,Python
"forking is a real thing, not some fake shit",JavaScript
more crap,Java
Fixed fucked up path.,VimL
Moved everything to right places. Unit tests do not work. Eclipse is kinda fucked up.,Java
"Ready to parse test cases. Still suck-ish code, but it works.",Python
Bumping up the version forced by the npm registry that somehow screwed 0.6.0 and does not allow rebublishing it with force even when unpublishing.,JavaScript
"exception catching improved, bloody namespace",PHP
Helps if we add the damn template,Python
"incoming shit code, all hands on deck",JavaScript
- WTF! fixed Chat....,Java
the title was too damn long,JavaScript
Added shitty gem installer,VimL
Making suck files more generic,Shell
add missing line that i screwed up,Java
Deleted crappy post,Ruby
"vo_directx: do not clip overlay against screen size Clipping it makes the video output look extremely crappy. There seems no good reason to do this, and VirtualBox is fine with overlays larger than the screen.",C
